Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z
0.0,0.0,0.0,0.0,18-45-02,-0.31938648,0.16040194,-0.3234904,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,0.4449196,-0.008584872,0.13183063,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,0.44507313,-0.010617107,0.12992328,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,0.44507313,-0.010617107,0.12992328,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,0.44518948,-0.00877893,0.1274271,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,0.44518948,-0.00877893,0.1274271,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,0.44549847,-0.0040688515,0.12033808,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,0.44549847,-0.0040688515,0.12033808,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,0.44549847,-0.0040688515,0.12033808,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,0.44575214,-0.014416799,0.11974567,249.0,-0.124205396,0.015683964,0.06367293
0.0,0.0,0.0,0.0,18-45-02,-0.37023544,0.027371258,0.45830327,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.37023544,0.027371258,0.45830327,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.37023544,0.027371258,0.45830327,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.37023544,0.027371258,0.45830327,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.3698473,0.031442747,0.45029444,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.3698473,0.031442747,0.45029444,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.3698473,0.031442747,0.45029444,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.36884212,0.03633432,0.4322284,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.36884212,0.03633432,0.4322284,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.36884212,0.03633432,0.4322284,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.36871052,0.05030805,0.42537445,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.36871052,0.05030805,0.42537445,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.36871052,0.05030805,0.42537445,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.36871052,0.05030805,0.42537445,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,-0.36871052,0.05030805,0.42537445,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,0.27582645,0.15538171,0.35292423,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,0.27582645,0.15538171,0.35292423,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,0.27582645,0.15538171,0.35292423,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,0.27557755,0.1698023,0.3535567,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,0.27557755,0.1698023,0.3535567,249.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,0.27479267,0.1851384,0.36249113,250.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,0.27479267,0.1851384,0.36249113,250.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,0.27479267,0.1851384,0.36249113,250.0,0.010184957,0.029733866,-0.0023005186
0.0,0.0,0.0,0.0,18-45-02,0.533638,0.009207174,0.56263816,250.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.533638,0.009207174,0.56263816,250.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.533638,0.009207174,0.56263816,250.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.534009,-0.009168439,0.5599839,250.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.534009,-0.009168439,0.5599839,250.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.534009,-0.009168439,0.5599839,250.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.534009,-0.009168439,0.5599839,250.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.534009,-0.009168439,0.5599839,250.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.5365133,-0.049823403,0.5311303,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.5365133,-0.049823403,0.5311303,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.5365133,-0.049823403,0.5311303,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.5376797,-0.06333272,0.5174598,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.5376797,-0.06333272,0.5174598,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.5376797,-0.06333272,0.5174598,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,0.5376797,-0.06333272,0.5174598,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,-0.45962238,0.13634655,-0.041354716,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,-0.45963764,0.13475183,-0.04073578,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,-0.45963764,0.13475183,-0.04073578,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,-0.45915318,0.13753678,-0.048162937,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,-0.45915318,0.13753678,-0.048162937,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,-0.45915318,0.13753678,-0.048162937,249.0,-0.07228185,0.0052992557,0.045957837
0.0,0.0,0.0,0.0,18-45-02,-0.45838165,0.13075048,-0.057201505,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.45838165,0.13075048,-0.057201505,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.45838165,0.13075048,-0.057201505,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7041712,0.09176271,1.1363297,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7041712,0.09176271,1.1363297,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7041712,0.09176271,1.1363297,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7041807,0.10825148,1.1318327,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7041807,0.10825148,1.1318327,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7041807,0.10825148,1.1318327,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7041807,0.10825148,1.1318327,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7041807,0.10825148,1.1318327,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7032099,0.14198862,1.111037,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7032099,0.14198862,1.111037,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.7032099,0.14198862,1.111037,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.70335674,0.1626541,1.1090524,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.70335674,0.1626541,1.1090524,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.70335674,0.1626541,1.1090524,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,-0.70335674,0.1626541,1.1090524,250.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,0.52297306,0.2635293,-0.14350855,249.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,0.5233183,0.27566206,-0.14956617,249.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,0.5233183,0.27566206,-0.14956617,249.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,0.5233183,0.27566206,-0.14956617,249.0,-0.14130963,0.046227228,-0.080491275
0.0,0.0,0.0,0.0,18-45-02,0.5243006,0.28277496,-0.16294897,249.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.5243006,0.28277496,-0.16294897,249.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.52458096,0.3045509,-0.16879892,249.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.52458096,0.3045509,-0.16879892,249.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.52458096,0.3045509,-0.16879892,249.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18201351,-0.34691763,0.49880284,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18201351,-0.34691763,0.49880284,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18201351,-0.34691763,0.49880284,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18273926,-0.32263455,0.48997045,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18273926,-0.32263455,0.48997045,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18273926,-0.32263455,0.48997045,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18273926,-0.32263455,0.48997045,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18273926,-0.32263455,0.48997045,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18335629,-0.2917782,0.4836496,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18335629,-0.2917782,0.4836496,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.18335629,-0.2917782,0.4836496,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.1842413,-0.28137812,0.47355485,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-02,0.1842413,-0.28137812,0.47355485,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-03,-0.097738266,-0.055737443,0.034814775,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-03,-0.097738266,-0.055737443,0.034814775,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-03,-0.097738266,-0.055737443,0.034814775,250.0,-0.0680058,0.030955598,0.07955543
0.0,0.0,0.0,0.0,18-45-03,-0.096105576,-0.03741225,0.017098963,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.096105576,-0.03741225,0.017098963,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.096105576,-0.03741225,0.017098963,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.09407139,-0.025055453,-0.0050086975,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.09407139,-0.025055453,-0.0050086975,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.092725754,-0.021698691,-0.019887447,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.092725754,-0.021698691,-0.019887447,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.092725754,-0.021698691,-0.019887447,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.40045547,-0.3460018,0.73782974,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.40045547,-0.3460018,0.73782974,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.40045547,-0.3460018,0.73782974,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.39931393,-0.33883354,0.7260707,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.39931393,-0.33883354,0.7260707,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.39931393,-0.33883354,0.7260707,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.39931393,-0.33883354,0.7260707,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.39931393,-0.33883354,0.7260707,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.4003029,-0.3282712,0.7383485,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.4003029,-0.3282712,0.7383485,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.4003029,-0.3282712,0.7383485,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.39852428,-0.33335248,0.71808517,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.39852428,-0.33335248,0.71808517,250.0,-0.0014214833,0.15190692,0.074668504
0.0,0.0,0.0,0.0,18-45-03,-0.39852428,-0.33335248,0.71808517,250.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38040733,0.09660766,0.11577338,250.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38040733,0.09660766,0.11577338,250.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38019943,0.066988625,0.11515361,250.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38019943,0.066988625,0.11515361,250.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38019943,0.066988625,0.11515361,250.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38019943,0.066988625,0.11515361,250.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38019943,0.066988625,0.11515361,250.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38056087,0.08771942,0.113096654,251.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38056087,0.08771942,0.113096654,251.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38056087,0.08771942,0.113096654,251.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38046932,0.10387985,0.11584526,251.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38046932,0.10387985,0.11584526,251.0,-0.01608225,0.019960022,-0.1379126
0.0,0.0,0.0,0.0,18-45-03,0.38046932,0.10387985,0.11584526,251.0,-0.01608225,0.019960022,-0.1379126
